/* DATA DESCRIPTION:
Citation:	Hörstmann, Cora; Raes, Eric J; Waite, Anya M (2018): (Table S1) Nutrients, Chl a concentration according to size classes as well as assimilation rates in the South Indian Ocean and the French Southern and Antarctic Lands, Marion Dufresne cruise MD206 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.885892, 
	In: Hörstmann, C et al. (2018): Nitrogen and carbon processes in the South Indian Ocean and the French Southern and Antarctic Lands [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.885896
Coverage:	MEDIAN LATITUDE: -42.459346 * MEDIAN LONGITUDE: 62.573730 * SOUTH-BOUND LATITUDE: -56.498500 * WEST-BOUND LONGITUDE: 52.002500 * NORTH-BOUND LATITUDE: -27.999830 * EAST-BOUND LONGITUDE: 76.406830
	DATE/TIME START: 2017-01-06T17:25:00 * DATE/TIME END: 2017-02-06T10:15:00
	MINIMUM DEPTH, water: 2.0 m * MAXIMUM DEPTH, water: 10.2 m
Event(s):	MD206_OISO2 * LATITUDE: -30.000500 * LONGITUDE: 54.099830 * DATE/TIME START: 2017-01-06T17:25:00 * DATE/TIME END: 2017-01-06T18:00:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO3 * LATITUDE: -34.999670 * LONGITUDE: 53.499330 * DATE/TIME: 2017-01-07T21:50:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO4 * LATITUDE: -40.001500 * LONGITUDE: 52.789500 * DATE/TIME START: 2017-01-09T07:45:00 * DATE/TIME END: 2017-01-09T08:15:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO6 * LATITUDE: -45.000170 * LONGITUDE: 52.102330 * DATE/TIME START: 2017-01-10T22:05:00 * DATE/TIME END: 2017-01-10T22:45:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO7 * LATITUDE: -47.667330 * LONGITUDE: 58.003500 * DATE/TIME START: 2017-01-19T17:45:00 * DATE/TIME END: 2017-01-19T18:50:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO9 * LATITUDE: -48.501500 * LONGITUDE: 64.999170 * DATE/TIME: 2017-01-21T17:15:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO11 * LATITUDE: -56.498500 * LONGITUDE: 63.006170 * DATE/TIME: 2017-01-16T10:55:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO14 * LATITUDE: -42.499170 * LONGITUDE: 74.884000 * DATE/TIME START: 2017-01-27T19:20:00 * DATE/TIME END: 2017-01-27T19:50:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO15 * LATITUDE: -39.999330 * LONGITUDE: 76.406830 * DATE/TIME: 2017-01-29T09:30:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO16 * LATITUDE: -35.000500 * LONGITUDE: 73.466330 * DATE/TIME START: 2017-02-03T13:30:00 * DATE/TIME END: 2017-02-03T14:00:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO18 * LATITUDE: -27.999830 * LONGITUDE: 65.832000 * DATE/TIME START: 2017-02-06T09:45:00 * DATE/TIME END: 2017-02-06T10:15:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO37 * LATITUDE: -55.003830 * LONGITUDE: 52.002500 * DATE/TIME START: 2017-01-14T21:30:00 * DATE/TIME END: 2017-01-14T22:00:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISOE * LATITUDE: -48.799670 * LONGITUDE: 72.367000 * DATE/TIME START: 2017-01-25T18:05:00 * DATE/TIME END: 2017-01-25T18:35:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
Comment:	Nutrients were collected and analysed in the lab. TChla. was calculated from diagnostic pigments (Vidussi et al. 2001) and size classes were calculated using multiple regression analysis after Uitz et al. (2006). Incubations for Carbon fixation, Ammonium assimilation and Nitrate assimilation were done in triplicates in two different incbation bins.
Parameter(s):	Event label (Event) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Date/Time of event (Date/Time) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Latitude of event (Latitude) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Longitude of event (Longitude) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Salinity (Sal) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Mixed layer depth [m] (MLD) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: CTD depth, for temperature and oxygen
	Temperature, water [°C] (Temp) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Oxygen [µmol/kg] (O2) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: water sample depth
	Nitrate [µmol/l] ([NO3]-) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Nitrite [µmol/l] ([NO2]-) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Ammonium [µmol/l] ([NH4]+) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Phosphate [µmol/l] ([PO4]3-) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Silicate [µmol/l] (Si(OH)4) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Timeslice (Timeslice) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: sampling time
	Chlorophyll a [µg/l] (Chl a) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Fraction (Fraction) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: Chl a microplankton
	Fraction (Fraction) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: Chl a nanoplankton
	Fraction (Fraction) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: Chl a Picoplankton
	Method comment (Method comm) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: incubation bin
	Replicate (Repl) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Carbon fixation rate [µmol/l/h] (C fix) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Ammonium uptake rate [nmol/l/day] ([NH4+] upt rate) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Nitrate uptake rate [nmol/l/day] (NO3 upt rate) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	1253 data points
*/
Event	Date/Time	Latitude	Longitude	Sal	MLD [m]	Depth water [m] (CTD depth, for temperature an...)	Temp [°C]	O2 [µmol/kg]	Depth water [m] (water sample depth)	[NO3]- [µmol/l]	[NO2]- [µmol/l]	[NH4]+ [µmol/l]	[PO4]3- [µmol/l]	Si(OH)4 [µmol/l]	Timeslice (sampling time)	Chl a [µg/l]	Fraction (Chl a microplankton)	Fraction (Chl a nanoplankton)	Fraction (Chl a Picoplankton)	Method comm (incubation bin)	Repl	C fix [µmol/l/h]	[NH4+] upt rate [nmol/l/day]	NO3 upt rate [nmol/l/day]
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	7.945	6.1	25.78	219.57899	6	0.000	0.000	0.000	0.040	0.940	T0	0.55403	0.13992	0.20254	0.65753	bin1	1	7.12165	8.80868	1.23300
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	7.945	6.1	25.78	219.57899	6	0.000	0.000	0.000	0.030	0.965	T0	0.55403	0.13992	0.20254	0.65753	bin1	2	11.48961	18.30858	1.06409
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	7.945	6.1	25.78	219.57899	6	0.000	0.000	0.000	0.030	0.905	T0	0.55403	0.13992	0.20254	0.65753	bin1	3	13.53012	11.33232	8.29413
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	7.945	6.1	25.78	219.57899	6	0.000	0.000	0.000	0.040	0.940	24h	0.24581	0.08259	0.05397	0.86344	bin2	1	7.80840	19.55372	1.63400
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	7.945	6.1	25.78	219.57899	6	0.000	0.000	0.000	0.030	0.965	24h	0.24581	0.08259	0.05397	0.86344	bin2	2	2.63480	9.40177	1.72108
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	7.945	6.1	25.78	219.57899	6	0.000	0.000	0.000	0.030	0.905	24h	0.24581	0.08259	0.05397	0.86344	bin2	3	5.01132	10.94950	1.42359
MD206_OISO3	2017-01-07T21:50	-34.9997	53.4993	35.46549	15.884	4.7	20.48	230.55701	6	0.000	0.000	0.000	0.070	0.680	T0	0.52907	0.07391	0.46775	0.45833	bin1	1	14.59701	44.64903	16.89593
MD206_OISO3	2017-01-07T21:50	-34.9997	53.4993	35.46549	15.884	4.7	20.48	230.55701	6	0.000	0.000	0.000	0.060	0.730	T0	0.52907	0.07391	0.46775	0.45833	bin1	2	35.24419	40.09545	15.64038
MD206_OISO3	2017-01-07T21:50	-34.9997	53.4993	35.46549	15.884	4.7	20.48	230.55701	6	0.000	0.000	0.000	0.055	0.685	T0	0.52907	0.07391	0.46775	0.45833	bin1	3	30.48287	47.68691	31.14290
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	54.571	8.7	16.99	243.71600	6	0.000	0.000	0.000	0.100	0.070	T0	2.23270	0.08980	0.63779	0.27241	bin1	1	45.06636	50.66715	7.10914
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	54.571	8.7	16.99	243.71600	6	0.000	0.000	0.000	0.110	0.075	T0	2.23270	0.08980	0.63779	0.27241	bin1	2	78.19448	49.40529	36.21925
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	54.571	8.7	16.99	243.71600	6	0.000	0.000	0.000	0.100	0.035	T0	2.23270	0.08980	0.63779	0.27241	bin1	3	59.19614	47.78074	35.47672
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	54.571	8.7	16.99	243.71600	6	0.000	0.000	0.000	0.100	0.070	24h	1.66457	0.08235	0.50644	0.41122	bin2	1	30.49800	37.76887	24.14023
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	54.571	8.7	16.99	243.71600	6	0.000	0.000	0.000	0.110	0.075	24h	1.66457	0.08235	0.50644	0.41122	bin2	2	21.84654	32.36114	30.27424
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	54.571	8.7	16.99	243.71600	6	0.000	0.000	0.000	0.100	0.035	24h	1.66457	0.08235	0.50644	0.41122	bin2	3	32.50034	23.52350	24.86630
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	40.663	5.0	6.30	307.55099	6	20.780	0.150	0.120	1.480	2.665	T0	2.28218	0.31423	0.55544	0.13033	bin1	1	51.23790	12.60795	0.32240
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	40.663	5.0	6.30	307.55099	6	19.160	0.140	0.145	1.405	2.400	T0	2.28218	0.31423	0.55544	0.13033	bin1	2	64.10511	32.70946	0.39760
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	40.663	5.0	6.30	307.55099	6	20.755	0.160	0.135	1.470	2.625	T0	2.28218	0.31423	0.55544	0.13033	bin1	3	28.18511	33.02955	0.41665
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	40.663	5.0	6.30	307.55099	6	20.780	0.150	0.120	1.480	2.665	24h	2.63742	0.34749	0.46329	0.18922	bin2	1	176.76404	113.40292	2.67312
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	40.663	5.0	6.30	307.55099	6	19.160	0.140	0.145	1.405	2.400	24h	2.63742	0.34749	0.46329	0.18922	bin2	2	81.13349	119.88596	1.48356
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	40.663	5.0	6.30	307.55099	6	20.755	0.160	0.135	1.470	2.625	24h	2.63742	0.34749	0.46329	0.18922	bin2	3	92.97409	49.14448	1.13880
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	51.525	2.0	3.08	324.05301	6	25.330	0.200	0.095	1.705	27.340	T0	4.96042	0.73045	0.25559	0.01396	bin1	1	33.17911	12.40169	0.40836
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	51.525	2.0	3.08	324.05301	6	24.430	0.195	0.095	1.705	26.350	T0	4.96042	0.73045	0.25559	0.01396	bin1	2	24.47589	7.00169	0.47218
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	51.525	2.0	3.08	324.05301	6	24.955	0.195	0.080	1.700	27.020	T0	4.96042	0.73045	0.25559	0.01396	bin1	3	30.04464	11.13158	0.64339
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	51.525	2.0	3.08	324.05301	6	25.330	0.200	0.095	1.705	27.340	24h	1.15235	0.36632	0.55566	0.07802	bin2	1	55.91199	29.15850	1.42671
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	51.525	2.0	3.08	324.05301	6	24.430	0.195	0.095	1.705	26.350	24h	1.15235	0.36632	0.55566	0.07802	bin2	2	78.14900	21.94294	1.55801
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	51.525	2.0	3.08	324.05301	6	24.955	0.195	0.080	1.700	27.020	24h	1.15235	0.36632	0.55566	0.07802	bin2	3	74.63626	32.84541	1.79255
MD206_OISO11	2017-01-16T10:55	-56.4985	63.0062	33.90284	47.556	2.6	3.30	321.13800	6	25.585	0.195	0.080	1.680	20.440	T0	0.91597	0.45087	0.53792	0.01120	bin1	1	64.15945	41.50716	2.25009
MD206_OISO11	2017-01-16T10:55	-56.4985	63.0062	33.90284	47.556	2.6	3.30	321.13800	6	23.805	0.180	0.070	1.640	19.160	T0	0.91597	0.45087	0.53792	0.01120	bin1	2	86.04679	44.71654	2.33162
MD206_OISO11	2017-01-16T10:55	-56.4985	63.0062	33.90284	47.556	2.6	3.30	321.13800	6	25.325	0.200	0.080	1.665	20.515	T0	0.91597	0.45087	0.53792	0.01120	bin1	3	42.53795	46.38471	1.29687
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	49.576	4.5	5.59	311.70801	6	22.400	0.180	0.115	1.540	6.095	T0	3.33273	0.29502	0.62345	0.08153	bin1	1	39.29141	30.96381	1.19462
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	49.576	4.5	5.59	311.70801	6	22.550	0.180	0.080	1.550	6.140	T0	3.33273	0.29502	0.62345	0.08153	bin1	2	58.17750	32.40302	0.84348
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	49.576	4.5	5.59	311.70801	6	22.360	0.180	0.070	1.515	5.915	T0	3.33273	0.29502	0.62345	0.08153	bin1	3	67.86892	37.44105	1.38806
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	49.576	4.5	5.59	311.70801	6	22.400	0.180	0.115	1.540	6.095	24h	2.27904	0.28876	0.56421	0.14703	bin2	1	179.38602	66.73545	2.61470
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	49.576	4.5	5.59	311.70801	6	22.550	0.180	0.080	1.550	6.140	24h	2.27904	0.28876	0.56421	0.14703	bin2	2	120.20450	80.13919	2.83617
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	49.576	4.5	5.59	311.70801	6	22.360	0.180	0.070	1.515	5.915	24h	2.27904	0.28876	0.56421	0.14703	bin2	3	67.43345	68.58993	1.57416
MD206_OISO9	2017-01-21T17:15	-48.5015	64.9992	33.73584	69.398	6.9	5.84	310.41800	6	20.780	0.155	0.000	1.535	6.745	T0	1.76481	0.26858	0.68244	0.04898	bin1	1	148.05562	16.72283	2.18535
MD206_OISO9	2017-01-21T17:15	-48.5015	64.9992	33.73584	69.398	6.9	5.84	310.41800	6	23.475	0.180	0.025	1.640	7.535	T0	1.76481	0.26858	0.68244	0.04898	bin1	2	134.86669	24.17479	1.68041
MD206_OISO9	2017-01-21T17:15	-48.5015	64.9992	33.73584	69.398	6.9	5.84	310.41800	6	23.335	0.170	0.015	1.615	7.720	T0	1.76481	0.26858	0.68244	0.04898	bin1	3		42.34014	0.15608
MD206_OISOE	2017-01-25T18:05	-48.7997	72.3670	33.86006	82.281	9.8	4.70	317.50900	6	19.995	0.260	0.340	1.430	1.290	T0	4.08562	0.71062	0.28756	0.00183	bin1	1	110.97017	95.44377	2.14272
MD206_OISOE	2017-01-25T18:05	-48.7997	72.3670	33.86006	82.281	9.8	4.70	317.50900	6	19.920	0.260	0.345	1.430	1.295	T0	4.08562	0.71062	0.28756	0.00183	bin1	2	92.18224	74.40106	0.48231
MD206_OISOE	2017-01-25T18:05	-48.7997	72.3670	33.86006	82.281	9.8	4.70	317.50900	6	17.655	0.220	0.295	1.345	1.105	T0	4.08562	0.71062	0.28756	0.00183	bin1	3	129.77219	61.14176	1.98870
